风机名,状态码,状态码描述,激活时间,复位时间
10,300901,变桨轴1驱动器与控制器通讯故障,2021-11-20 11:24:57:776,2021-11-20 11:24:58:356
10,800070,安全系统紧停,2021-11-20 11:24:57:597,2021-11-20 11:24:58:357
10,800011,风轮超速1紧停,2021-11-20 11:24:57:596,2021-11-20 11:24:58:356
10,300901,变桨轴1驱动器与控制器通讯故障,2021-11-20 11:24:57:596,2021-11-20 11:24:57:616
10,800003,机舱远程紧停开关触发,2021-11-20 11:24:57:596,2021-11-20 11:24:58:356
10,300903,变桨轴3驱动器与控制器通讯故障,2021-11-20 11:24:57:596,2021-11-20 11:24:57:616
10,800002,机舱紧停开关触发,2021-11-20 11:24:57:596,2021-11-20 11:24:58:356
10,800017,偏航扭缆限位开关动作,2021-11-20 11:24:57:596,2021-11-20 11:24:58:356
10,800015,机舱振动开关动作,2021-11-20 11:24:57:596,2021-11-20 11:24:58:356
10,300902,变桨轴2驱动器与控制器通讯故障,2021-11-20 11:24:57:596,2021-11-20 11:24:57:616
10,300903,变桨轴3驱动器与控制器通讯故障,2021-11-20 11:24:57:056,2021-11-20 11:24:57:576
10,300901,变桨轴1驱动器与控制器通讯故障,2021-11-20 11:24:57:056,2021-11-20 11:24:57:576
10,300902,变桨轴2驱动器与控制器通讯故障,2021-11-20 11:24:57:056,2021-11-20 11:24:57:576
10,800070,安全系统紧停,2021-11-20 11:24:56:877,2021-11-20 11:24:57:576
10,300908,桨叶齿轮润滑油位低,2021-11-20 10:46:06:310,0000-00-00 00:00:00:000
10,300907,桨叶轴承润滑油位低,2021-11-20 10:46:06:310,0000-00-00 00:00:00:000
10,910000,塔底停止按钮激活,2021-11-20 10:16:50:257,2021-11-20 10:36:05:199
10,290060,主轴承润滑故障(分油器堵塞),2021-11-20 06:30:32:234,2021-11-20 06:31:02:254
10,290060,主轴承润滑故障(分油器堵塞),2021-11-19 18:28:01:335,2021-11-19 18:28:31:355
10,290060,主轴承润滑故障(分油器堵塞),2021-11-19 06:25:30:441,2021-11-19 06:26:00:461
10,290060,主轴承润滑故障(分油器堵塞),2021-11-18 18:22:59:514,2021-11-18 18:23:29:534
10,300908,桨叶齿轮润滑油位低,2021-11-18 13:27:37:516,2021-11-20 10:36:05:199
10,300907,桨叶轴承润滑油位低,2021-11-18 13:27:37:516,2021-11-20 10:36:05:199
10,910000,塔底停止按钮激活,2021-11-18 13:00:03:319,2021-11-18 13:17:37:484
10,290060,主轴承润滑故障(分油器堵塞),2021-11-18 06:20:28:593,2021-11-18 06:20:58:613
10,290060,主轴承润滑故障(分油器堵塞),2021-11-17 18:17:57:705,2021-11-17 18:18:27:725
10,290060,主轴承润滑故障(分油器堵塞),2021-11-17 06:15:26:808,2021-11-17 06:15:56:828
10,290060,主轴承润滑故障(分油器堵塞),2021-11-16 18:12:55:912,2021-11-16 18:13:25:932
10,300907,桨叶轴承润滑油位低,2021-11-16 10:31:35:834,2021-11-18 13:17:37:484
10,300908,桨叶齿轮润滑油位低,2021-11-16 10:31:35:834,2021-11-18 13:17:37:484
10,60005,手动偏航,2021-11-16 10:21:38:823,2021-11-16 10:25:53:554
10,80072,齿轮箱润滑油泵马达保护,2021-11-16 10:00:27:939,2021-11-16 10:21:35:523
10,80080,齿轮箱冷却水泵保护,2021-11-16 10:00:27:519,2021-11-16 10:21:35:523
10,60005,手动偏航,2021-11-16 09:43:20:147,2021-11-16 10:21:35:523
10,910000,塔底停止按钮激活,2021-11-16 09:42:47:387,2021-11-16 10:21:35:523
10,290060,主轴承润滑故障(分油器堵塞),2021-11-16 06:10:24:991,2021-11-16 06:10:55:011
10,290060,主轴承润滑故障(分油器堵塞),2021-11-15 18:07:54:103,2021-11-15 18:08:24:123
10,290060,主轴承润滑故障(分油器堵塞),2021-11-15 06:05:23:195,2021-11-15 06:05:53:215
10,290060,主轴承润滑故障(分油器堵塞),2021-11-14 18:02:52:288,2021-11-14 18:03:22:308
10,290060,主轴承润滑故障(分油器堵塞),2021-11-14 06:00:21:368,2021-11-14 06:00:51:388
10,290060,主轴承润滑故障(分油器堵塞),2021-11-13 17:57:50:481,2021-11-13 17:58:20:501
10,290060,主轴承润滑故障(分油器堵塞),2021-11-13 05:55:19:582,2021-11-13 05:55:49:602
10,290060,主轴承润滑故障(分油器堵塞),2021-11-12 17:52:48:699,2021-11-12 17:53:18:719
10,290060,主轴承润滑故障(分油器堵塞),2021-11-12 05:50:17:791,2021-11-12 05:50:47:811
10,290060,主轴承润滑故障(分油器堵塞),2021-11-11 17:47:46:910,2021-11-11 17:48:16:930
10,290060,主轴承润滑故障(分油器堵塞),2021-11-11 05:45:16:014,2021-11-11 05:45:46:034
10,290060,主轴承润滑故障(分油器堵塞),2021-11-10 17:42:45:124,2021-11-10 17:43:15:144
10,290060,主轴承润滑故障(分油器堵塞),2021-11-10 05:40:14:243,2021-11-10 05:40:44:263
10,290060,主轴承润滑故障(分油器堵塞),2021-11-09 17:37:43:391,2021-11-09 17:38:13:411
10,290060,主轴承润滑故障(分油器堵塞),2021-11-09 05:35:12:534,2021-11-09 05:35:42:554
10,290060,主轴承润滑故障(分油器堵塞),2021-11-08 17:32:41:712,2021-11-08 17:33:11:732
10,300908,桨叶齿轮润滑油位低,2021-11-08 11:36:28:879,2021-11-16 10:21:35:523
10,300907,桨叶轴承润滑油位低,2021-11-08 11:36:28:879,2021-11-16 10:21:35:523
10,30152,变流器故障停机,2021-11-08 11:26:27:739,2021-11-08 11:26:28:859
10,910007,画面停止按钮激活,2021-11-08 07:42:38:861,2021-11-08 11:26:27:699
10,30152,变流器故障停机,2021-11-08 07:10:39:697,2021-11-08 11:26:27:699
10,290060,主轴承润滑故障(分油器堵塞),2021-11-08 05:30:10:870,2021-11-08 05:30:40:890
10,290060,主轴承润滑故障(分油器堵塞),2021-11-07 17:27:40:045,2021-11-07 17:28:10:065
10,290060,主轴承润滑故障(分油器堵塞),2021-11-07 05:25:09:213,2021-11-07 05:25:39:233
10,290060,主轴承润滑故障(分油器堵塞),2021-11-06 17:22:38:405,2021-11-06 17:23:08:425
10,290060,主轴承润滑故障(分油器堵塞),2021-11-06 05:20:07:511,2021-11-06 05:20:37:531
10,290060,主轴承润滑故障(分油器堵塞),2021-11-05 17:17:36:576,2021-11-05 17:18:06:596
10,290060,主轴承润滑故障(分油器堵塞),2021-11-05 05:15:05:650,2021-11-05 05:15:35:670
10,290060,主轴承润滑故障(分油器堵塞),2021-11-04 17:12:34:720,2021-11-04 17:13:04:740
10,290060,主轴承润滑故障(分油器堵塞),2021-11-04 05:10:03:795,2021-11-04 05:10:33:815
10,290060,主轴承润滑故障(分油器堵塞),2021-11-03 17:07:32:902,2021-11-03 17:08:02:922
10,290060,主轴承润滑故障(分油器堵塞),2021-11-03 05:05:02:025,2021-11-03 05:05:32:045
10,290060,主轴承润滑故障(分油器堵塞),2021-11-02 17:02:31:155,2021-11-02 17:03:01:175
10,290060,主轴承润滑故障(分油器堵塞),2021-11-02 05:00:00:275,2021-11-02 05:00:30:295
10,290060,主轴承润滑故障(分油器堵塞),2021-11-01 16:57:29:371,2021-11-01 16:57:59:391
10,290060,主轴承润滑故障(分油器堵塞),2021-11-01 04:54:58:464,2021-11-01 04:55:28:484
10,290060,主轴承润滑故障(分油器堵塞),2021-11-01 16:57:29:371,2021-11-01 16:57:59:391
10,290060,主轴承润滑故障(分油器堵塞),2021-11-01 04:54:58:464,2021-11-01 04:55:28:484
10,290060,主轴承润滑故障(分油器堵塞),2021-10-31 16:52:27:592,2021-10-31 16:52:57:612
10,290060,主轴承润滑故障(分油器堵塞),2021-10-31 04:49:56:702,2021-10-31 04:50:26:722
10,290060,主轴承润滑故障(分油器堵塞),2021-10-30 16:47:25:806,2021-10-30 16:47:55:826
10,290060,主轴承润滑故障(分油器堵塞),2021-10-30 04:44:54:918,2021-10-30 04:45:24:938
10,290060,主轴承润滑故障(分油器堵塞),2021-10-29 16:42:24:024,2021-10-29 16:42:54:044
10,290060,主轴承润滑故障(分油器堵塞),2021-10-29 04:39:53:126,2021-10-29 04:40:23:146
10,290060,主轴承润滑故障(分油器堵塞),2021-10-28 16:37:22:235,2021-10-28 16:37:52:255
10,290060,主轴承润滑故障(分油器堵塞),2021-10-28 04:34:51:358,2021-10-28 04:35:21:378
10,290060,主轴承润滑故障(分油器堵塞),2021-10-27 16:32:20:490,2021-10-27 16:32:50:510
10,290060,主轴承润滑故障(分油器堵塞),2021-10-27 04:29:49:611,2021-10-27 04:30:19:631
10,290060,主轴承润滑故障(分油器堵塞),2021-10-26 16:27:18:749,2021-10-26 16:27:48:769
10,290060,主轴承润滑故障(分油器堵塞),2021-10-26 04:24:47:877,2021-10-26 04:25:17:897
10,290060,主轴承润滑故障(分油器堵塞),2021-10-25 16:22:16:988,2021-10-25 16:22:47:008
10,290060,主轴承润滑故障(分油器堵塞),2021-10-25 04:19:46:108,2021-10-25 04:20:16:128
10,290060,主轴承润滑故障(分油器堵塞),2021-10-24 16:17:15:213,2021-10-24 16:17:45:233
10,290060,主轴承润滑故障(分油器堵塞),2021-10-24 04:14:44:333,2021-10-24 04:15:14:353
10,290060,主轴承润滑故障(分油器堵塞),2021-10-23 16:12:13:418,2021-10-23 16:12:43:438
10,290060,主轴承润滑故障(分油器堵塞),2021-10-23 04:09:42:479,2021-10-23 04:10:12:499
10,290060,主轴承润滑故障(分油器堵塞),2021-10-22 16:07:11:553,2021-10-22 16:07:41:573
10,290060,主轴承润滑故障(分油器堵塞),2021-10-22 04:04:40:689,2021-10-22 04:05:10:709
10,290060,主轴承润滑故障(分油器堵塞),2021-10-21 16:02:09:812,2021-10-21 16:02:39:832
10,290060,主轴承润滑故障(分油器堵塞),2021-10-21 03:59:38:931,2021-10-21 04:00:08:951
10,290060,主轴承润滑故障(分油器堵塞),2021-10-20 15:57:08:080,2021-10-20 15:57:38:100
10,290060,主轴承润滑故障(分油器堵塞),2021-10-20 03:54:37:231,2021-10-20 03:55:07:251
10,290060,主轴承润滑故障(分油器堵塞),2021-10-19 15:52:06:364,2021-10-19 15:52:36:384
10,300908,桨叶齿轮润滑油位低,2021-10-19 10:15:24:876,2021-11-08 11:26:27:699
10,300907,桨叶轴承润滑油位低,2021-10-19 10:15:24:876,2021-11-08 11:26:27:699
10,300691,桨叶轴承润滑出错,2021-10-19 10:14:30:756,2021-10-19 10:14:30:776
10,300691,桨叶轴承润滑出错,2021-10-19 10:13:30:716,2021-10-19 10:13:30:736
10,300691,桨叶轴承润滑出错,2021-10-19 10:12:30:676,2021-10-19 10:12:30:696
10,300691,桨叶轴承润滑出错,2021-10-19 10:11:30:623,2021-10-19 10:11:30:643
10,300691,桨叶轴承润滑出错,2021-10-19 10:09:17:503,2021-10-19 10:09:17:523
10,300691,桨叶轴承润滑出错,2021-10-19 10:08:17:263,2021-10-19 10:08:17:283
10,10011,机舱振动报警,2021-10-19 10:04:03:863,2021-10-19 10:05:24:843
10,300907,桨叶轴承润滑油位低,2021-10-19 09:35:08:888,2021-10-19 10:05:24:843
10,300908,桨叶齿轮润滑油位低,2021-10-19 09:35:08:888,2021-10-19 10:05:24:843
10,300691,桨叶轴承润滑出错,2021-10-19 09:32:47:828,2021-10-19 09:32:47:848
10,300691,桨叶轴承润滑出错,2021-10-19 09:31:47:788,2021-10-19 09:31:47:808
10,300691,桨叶轴承润滑出错,2021-10-19 09:30:47:737,2021-10-19 09:30:47:757
10,300691,桨叶轴承润滑出错,2021-10-19 09:28:02:097,2021-10-19 09:28:02:117
10,10011,机舱振动报警,2021-10-19 09:21:06:165,2021-10-19 09:25:08:857
10,300907,桨叶轴承润滑油位低,2021-10-19 08:21:48:047,2021-10-19 09:25:08:857
10,300908,桨叶齿轮润滑油位低,2021-10-19 08:21:48:047,2021-10-19 09:25:08:857
10,300691,桨叶轴承润滑出错,2021-10-19 08:19:18:955,2021-10-19 08:19:18:975
10,300691,桨叶轴承润滑出错,2021-10-19 08:18:18:915,2021-10-19 08:18:18:935
10,300691,桨叶轴承润滑出错,2021-10-19 08:17:18:875,2021-10-19 08:17:18:895
10,300691,桨叶轴承润滑出错,2021-10-19 08:16:18:835,2021-10-19 08:16:18:855
10,300691,桨叶轴承润滑出错,2021-10-19 08:14:45:595,2021-10-19 08:14:45:615
10,910007,画面停止按钮激活,2021-10-19 07:58:28:632,2021-10-19 08:11:48:015
10,10011,机舱振动报警,2021-10-19 07:49:54:400,2021-10-19 08:11:48:015
10,290060,主轴承润滑故障(分油器堵塞),2021-10-19 03:49:35:462,2021-10-19 03:50:05:482
10,290060,主轴承润滑故障(分油器堵塞),2021-10-18 15:47:04:559,2021-10-18 15:47:34:579
10,290060,主轴承润滑故障(分油器堵塞),2021-10-18 03:44:33:678,2021-10-18 03:45:03:698
10,290060,主轴承润滑故障(分油器堵塞),2021-10-17 15:42:02:778,2021-10-17 15:42:32:798
10,290060,主轴承润滑故障(分油器堵塞),2021-10-17 03:39:31:890,2021-10-17 03:40:01:910
10,290060,主轴承润滑故障(分油器堵塞),2021-10-16 15:37:00:999,2021-10-16 15:37:31:019
10,290060,主轴承润滑故障(分油器堵塞),2021-10-16 03:34:30:119,2021-10-16 03:35:00:139
10,290060,主轴承润滑故障(分油器堵塞),2021-10-15 15:31:59:235,2021-10-15 15:32:29:255
10,290060,主轴承润滑故障(分油器堵塞),2021-10-15 03:29:28:346,2021-10-15 03:29:58:366
10,290060,主轴承润滑故障(分油器堵塞),2021-10-14 15:26:57:465,2021-10-14 15:27:27:485
10,290060,主轴承润滑故障(分油器堵塞),2021-10-14 03:24:26:585,2021-10-14 03:24:56:605
10,290060,主轴承润滑故障(分油器堵塞),2021-10-13 15:21:55:668,2021-10-13 15:22:25:688
10,290060,主轴承润滑故障(分油器堵塞),2021-10-13 03:19:24:751,2021-10-13 03:19:54:771
10,290060,主轴承润滑故障(分油器堵塞),2021-10-12 15:16:53:842,2021-10-12 15:17:23:862
10,290060,主轴承润滑故障(分油器堵塞),2021-10-12 03:14:22:952,2021-10-12 03:14:52:972
10,290060,主轴承润滑故障(分油器堵塞),2021-10-11 15:11:52:101,2021-10-11 15:12:22:121
10,290060,主轴承润滑故障(分油器堵塞),2021-10-11 03:09:21:248,2021-10-11 03:09:51:268
10,290060,主轴承润滑故障(分油器堵塞),2021-10-10 15:06:50:385,2021-10-10 15:07:20:405
10,290060,主轴承润滑故障(分油器堵塞),2021-10-10 03:04:19:514,2021-10-10 03:04:49:534
10,290060,主轴承润滑故障(分油器堵塞),2021-10-09 15:01:48:667,2021-10-09 15:02:18:687
10,290060,主轴承润滑故障(分油器堵塞),2021-10-09 02:59:17:795,2021-10-09 02:59:47:815
10,290060,主轴承润滑故障(分油器堵塞),2021-10-08 14:56:46:906,2021-10-08 14:57:16:926
10,290060,主轴承润滑故障(分油器堵塞),2021-10-08 02:54:16:031,2021-10-08 02:54:46:051
10,290060,主轴承润滑故障(分油器堵塞),2021-10-07 14:51:45:140,2021-10-07 14:52:15:160
10,290060,主轴承润滑故障(分油器堵塞),2021-10-07 02:49:14:288,2021-10-07 02:49:44:308
10,290060,主轴承润滑故障(分油器堵塞),2021-10-06 14:46:43:444,2021-10-06 14:47:13:464
10,290060,主轴承润滑故障(分油器堵塞),2021-10-06 02:44:12:591,2021-10-06 02:44:42:611
10,290060,主轴承润滑故障(分油器堵塞),2021-10-05 14:41:41:730,2021-10-05 14:42:11:750
10,300908,桨叶齿轮润滑油位低,2021-10-05 11:30:01:032,2021-10-19 08:11:48:015
10,300907,桨叶轴承润滑油位低,2021-10-05 11:30:01:032,2021-10-19 08:11:48:015
10,30152,变流器故障停机,2021-10-05 11:19:57:548,2021-10-05 11:19:57:988
10,910000,塔底停止按钮激活,2021-10-05 11:19:41:608,2021-10-05 11:19:57:528
10,30152,变流器故障停机,2021-10-05 11:19:38:288,2021-10-05 11:19:57:528
10,30152,变流器故障停机,2021-10-05 11:19:37:548,2021-10-05 11:19:38:268
10,30152,变流器故障停机,2021-10-05 11:19:37:208,2021-10-05 11:19:37:508
10,30152,变流器故障停机,2021-10-05 11:19:36:788,2021-10-05 11:19:37:188
10,30152,变流器故障停机,2021-10-05 11:19:36:408,2021-10-05 11:19:36:768
10,30152,变流器故障停机,2021-10-05 11:19:21:048,2021-10-05 11:19:36:388
10,910000,塔底停止按钮激活,2021-10-05 11:18:10:708,2021-10-05 11:19:36:388
10,290060,主轴承润滑故障(分油器堵塞),2021-10-05 02:39:10:862,2021-10-05 02:39:40:882
10,300907,桨叶轴承润滑油位低,2021-10-04 16:29:11:988,2021-10-05 11:19:36:388
10,300908,桨叶齿轮润滑油位低,2021-10-04 16:29:11:988,2021-10-05 11:19:36:388
10,30152,变流器故障停机,2021-10-04 16:18:21:677,2021-10-04 16:19:11:957
10,300907,桨叶轴承润滑油位低,2021-10-04 15:59:45:032,2021-10-04 16:18:21:657
10,300908,桨叶齿轮润滑油位低,2021-10-04 15:59:45:032,2021-10-04 16:18:21:657
10,30152,变流器故障停机,2021-10-04 15:49:45:021,2021-10-04 16:18:21:657
10,30152,变流器故障停机,2021-10-04 15:48:56:061,2021-10-04 15:49:45:001
10,30152,变流器故障停机,2021-10-04 15:48:24:881,2021-10-04 15:48:56:021
10,30152,变流器故障停机,2021-10-04 15:27:14:277,2021-10-04 15:48:24:861
10,290060,主轴承润滑故障(分油器堵塞),2021-10-04 14:36:39:978,2021-10-04 14:37:09:998
10,290060,主轴承润滑故障(分油器堵塞),2021-10-04 02:34:09:065,2021-10-04 02:34:39:085
10,290060,主轴承润滑故障(分油器堵塞),2021-10-03 14:31:38:133,2021-10-03 14:32:08:153
10,290060,主轴承润滑故障(分油器堵塞),2021-10-03 02:29:07:184,2021-10-03 02:29:37:204
10,290060,主轴承润滑故障(分油器堵塞),2021-10-02 14:26:36:249,2021-10-02 14:27:06:269
10,290060,主轴承润滑故障(分油器堵塞),2021-10-02 02:24:05:315,2021-10-02 02:24:35:335
10,290060,主轴承润滑故障(分油器堵塞),2021-10-01 14:21:34:378,2021-10-01 14:22:04:398
10,290060,主轴承润滑故障(分油器堵塞),2021-10-01 02:19:03:438,2021-10-01 02:19:33:458
10,290060,主轴承润滑故障(分油器堵塞),2021-10-01 14:21:34:378,2021-10-01 14:22:04:398
10,290060,主轴承润滑故障(分油器堵塞),2021-10-01 02:19:03:438,2021-10-01 02:19:33:458
10,60004,自动解缆,2021-09-30 23:37:43:020,2021-09-30 23:45:49:652
10,290060,主轴承润滑故障(分油器堵塞),2021-09-30 14:16:32:503,2021-09-30 14:17:02:523
10,290060,主轴承润滑故障(分油器堵塞),2021-09-30 02:14:01:580,2021-09-30 02:14:31:600
10,290060,主轴承润滑故障(分油器堵塞),2021-09-29 14:11:30:640,2021-09-29 14:12:00:660
10,290060,主轴承润滑故障(分油器堵塞),2021-09-29 02:08:59:739,2021-09-29 02:09:29:759
10,290060,主轴承润滑故障(分油器堵塞),2021-09-28 14:06:28:837,2021-09-28 14:06:58:857
10,290060,主轴承润滑故障(分油器堵塞),2021-09-28 02:03:57:936,2021-09-28 02:04:27:956
10,290060,主轴承润滑故障(分油器堵塞),2021-09-27 14:01:27:017,2021-09-27 14:01:57:037
10,290060,主轴承润滑故障(分油器堵塞),2021-09-27 01:58:56:093,2021-09-27 01:59:26:113
10,290060,主轴承润滑故障(分油器堵塞),2021-09-26 13:56:25:179,2021-09-26 13:56:55:199
10,290060,主轴承润滑故障(分油器堵塞),2021-09-26 01:53:54:272,2021-09-26 01:54:24:292
10,300907,桨叶轴承润滑油位低,2021-09-25 19:59:08:570,2021-10-04 15:48:24:861
10,300908,桨叶齿轮润滑油位低,2021-09-25 19:59:08:570,2021-10-04 15:48:24:861
10,300692,桨叶齿轮润滑出错,2021-09-25 19:52:11:350,2021-09-25 19:52:11:370
10,300691,桨叶轴承润滑出错,2021-09-25 19:51:59:130,2021-09-25 19:51:59:150
10,10011,机舱振动报警,2021-09-25 19:45:32:737,2021-09-25 19:49:08:537
10,290060,主轴承润滑故障(分油器堵塞),2021-09-25 13:51:23:346,2021-09-25 13:51:53:366
10,290060,主轴承润滑故障(分油器堵塞),2021-09-25 01:48:52:414,2021-09-25 01:49:22:434
10,60004,自动解缆,2021-09-24 15:42:39:396,2021-09-24 15:58:39:288
10,290060,主轴承润滑故障(分油器堵塞),2021-09-24 13:46:21:488,2021-09-24 13:46:51:508
10,290060,主轴承润滑故障(分油器堵塞),2021-09-24 01:43:50:546,2021-09-24 01:44:20:566
10,290060,主轴承润滑故障(分油器堵塞),2021-09-23 13:41:19:627,2021-09-23 13:41:49:647
10,290060,主轴承润滑故障(分油器堵塞),2021-09-23 01:38:48:685,2021-09-23 01:39:18:705
10,300907,桨叶轴承润滑油位低,2021-09-22 19:14:00:048,2021-09-25 19:49:08:537
10,300908,桨叶齿轮润滑油位低,2021-09-22 19:14:00:048,2021-09-25 19:49:08:537
10,300691,桨叶轴承润滑出错,2021-09-22 19:06:51:016,2021-09-22 19:06:51:036
10,10011,机舱振动报警,2021-09-22 18:47:38:471,2021-09-22 19:04:00:016
10,290060,主轴承润滑故障(分油器堵塞),2021-09-22 13:36:17:741,2021-09-22 13:36:47:761
10,60004,自动解缆,2021-09-22 11:30:39:398,2021-09-22 11:43:40:550
10,290060,主轴承润滑故障(分油器堵塞),2021-09-22 01:33:46:805,2021-09-22 01:34:16:825
10,290060,主轴承润滑故障(分油器堵塞),2021-09-21 13:31:15:859,2021-09-21 13:31:45:879
10,290060,主轴承润滑故障(分油器堵塞),2021-09-21 01:28:44:915,2021-09-21 01:29:14:935
10,290060,主轴承润滑故障(分油器堵塞),2021-09-20 13:26:13:972,2021-09-20 13:26:43:992
10,290060,主轴承润滑故障(分油器堵塞),2021-09-20 01:23:43:050,2021-09-20 01:24:13:070
10,290060,主轴承润滑故障(分油器堵塞),2021-09-19 13:21:12:127,2021-09-19 13:21:42:147
10,290060,主轴承润滑故障(分油器堵塞),2021-09-19 01:18:41:203,2021-09-19 01:19:11:223
10,290060,主轴承润滑故障(分油器堵塞),2021-09-18 13:16:10:286,2021-09-18 13:16:40:306
10,290060,主轴承润滑故障(分油器堵塞),2021-09-18 01:13:39:369,2021-09-18 01:14:09:389
10,290060,主轴承润滑故障(分油器堵塞),2021-09-17 13:11:08:439,2021-09-17 13:11:38:459
10,290060,主轴承润滑故障(分油器堵塞),2021-09-17 01:08:37:503,2021-09-17 01:09:07:523
10,290060,主轴承润滑故障(分油器堵塞),2021-09-16 13:06:06:571,2021-09-16 13:06:36:591
10,290060,主轴承润滑故障(分油器堵塞),2021-09-16 01:03:35:634,2021-09-16 01:04:05:654
10,290060,主轴承润滑故障(分油器堵塞),2021-09-15 13:01:04:695,2021-09-15 13:01:34:715
10,290060,主轴承润滑故障(分油器堵塞),2021-09-15 00:58:33:736,2021-09-15 00:59:03:756
10,290060,主轴承润滑故障(分油器堵塞),2021-09-14 12:56:02:799,2021-09-14 12:56:32:819
10,290060,主轴承润滑故障(分油器堵塞),2021-09-14 00:53:31:854,2021-09-14 00:54:01:874
10,290060,主轴承润滑故障(分油器堵塞),2021-09-13 12:51:00:918,2021-09-13 12:51:30:938
10,60004,自动解缆,2021-09-13 11:07:28:441,2021-09-13 11:16:38:254
10,290060,主轴承润滑故障(分油器堵塞),2021-09-13 00:48:29:963,2021-09-13 00:48:59:983
10,290060,主轴承润滑故障(分油器堵塞),2021-09-12 12:45:59:037,2021-09-12 12:46:29:057
10,290060,主轴承润滑故障(分油器堵塞),2021-09-12 00:43:28:099,2021-09-12 00:43:58:119
10,290060,主轴承润滑故障(分油器堵塞),2021-09-11 12:40:57:179,2021-09-11 12:41:27:199
10,290060,主轴承润滑故障(分油器堵塞),2021-09-11 00:38:26:223,2021-09-11 00:38:56:243
10,290060,主轴承润滑故障(分油器堵塞),2021-09-10 12:35:55:284,2021-09-10 12:36:25:304
10,290060,主轴承润滑故障(分油器堵塞),2021-09-10 00:33:24:338,2021-09-10 00:33:54:358
10,290060,主轴承润滑故障(分油器堵塞),2021-09-09 12:30:53:390,2021-09-09 12:31:23:410
10,290060,主轴承润滑故障(分油器堵塞),2021-09-09 00:28:22:439,2021-09-09 00:28:52:459
10,290060,主轴承润滑故障(分油器堵塞),2021-09-08 12:25:51:494,2021-09-08 12:26:21:514
10,290060,主轴承润滑故障(分油器堵塞),2021-09-08 00:23:20:561,2021-09-08 00:23:50:581
10,290060,主轴承润滑故障(分油器堵塞),2021-09-07 12:20:49:619,2021-09-07 12:21:19:639
10,290060,主轴承润滑故障(分油器堵塞),2021-09-07 00:18:18:673,2021-09-07 00:18:48:693
10,290060,主轴承润滑故障(分油器堵塞),2021-09-06 12:15:47:736,2021-09-06 12:16:17:756
10,290060,主轴承润滑故障(分油器堵塞),2021-09-06 00:13:16:811,2021-09-06 00:13:46:831
10,290060,主轴承润滑故障(分油器堵塞),2021-09-05 12:10:45:866,2021-09-05 12:11:15:886
10,290060,主轴承润滑故障(分油器堵塞),2021-09-05 00:08:14:939,2021-09-05 00:08:44:959
10,290060,主轴承润滑故障(分油器堵塞),2021-09-04 12:05:44:040,2021-09-04 12:06:14:060
10,290060,主轴承润滑故障(分油器堵塞),2021-09-04 00:03:13:142,2021-09-04 00:03:43:162
10,300908,桨叶齿轮润滑油位低,2021-09-03 23:58:48:488,2021-09-22 19:04:00:016
10,300907,桨叶轴承润滑油位低,2021-09-03 23:58:48:488,2021-09-22 19:04:00:016
10,300691,桨叶轴承润滑出错,2021-09-03 23:51:40:268,2021-09-03 23:51:40:288
10,10011,机舱振动报警,2021-09-03 23:47:32:336,2021-09-03 23:48:48:456
10,290060,主轴承润滑故障(分油器堵塞),2021-09-03 12:00:42:221,2021-09-03 12:01:12:241
10,290060,主轴承润滑故障(分油器堵塞),2021-09-02 23:58:11:296,2021-09-02 23:58:41:316
10,290060,主轴承润滑故障(分油器堵塞),2021-09-02 11:55:40:381,2021-09-02 11:56:10:401
10,290060,主轴承润滑故障(分油器堵塞),2021-09-01 23:53:09:472,2021-09-01 23:53:39:492
10,290060,主轴承润滑故障(分油器堵塞),2021-09-01 11:50:38:542,2021-09-01 11:51:08:562
10,290060,主轴承润滑故障(分油器堵塞),2021-09-01 23:53:09:472,2021-09-01 23:53:39:492
10,290060,主轴承润滑故障(分油器堵塞),2021-09-01 11:50:38:542,2021-09-01 11:51:08:562
10,290060,主轴承润滑故障(分油器堵塞),2021-08-31 23:48:07:611,2021-08-31 23:48:37:631
10,290060,主轴承润滑故障(分油器堵塞),2021-08-31 11:45:36:683,2021-08-31 11:46:06:703
10,290060,主轴承润滑故障(分油器堵塞),2021-08-30 23:43:05:762,2021-08-30 23:43:35:782
10,60004,自动解缆,2021-08-30 18:11:09:875,2021-08-30 18:19:11:215
10,290060,主轴承润滑故障(分油器堵塞),2021-08-30 11:40:34:831,2021-08-30 11:41:04:851
10,290060,主轴承润滑故障(分油器堵塞),2021-08-29 23:38:03:891,2021-08-29 23:38:33:911
10,290060,主轴承润滑故障(分油器堵塞),2021-08-29 11:35:32:953,2021-08-29 11:36:02:973
10,290060,主轴承润滑故障(分油器堵塞),2021-08-28 23:33:02:025,2021-08-28 23:33:32:045
10,290060,主轴承润滑故障(分油器堵塞),2021-08-28 11:30:31:081,2021-08-28 11:31:01:101
10,290060,主轴承润滑故障(分油器堵塞),2021-08-27 23:28:00:131,2021-08-27 23:28:30:151
10,290060,主轴承润滑故障(分油器堵塞),2021-08-27 11:25:29:186,2021-08-27 11:25:59:206
10,290060,主轴承润滑故障(分油器堵塞),2021-08-26 23:22:58:254,2021-08-26 23:23:28:274
10,290060,主轴承润滑故障(分油器堵塞),2021-08-26 11:20:27:313,2021-08-26 11:20:57:333
10,290060,主轴承润滑故障(分油器堵塞),2021-08-25 23:17:56:369,2021-08-25 23:18:26:389
