风机名,状态码,状态码描述,激活时间,复位时间
20,300908,桨叶齿轮润滑油位低, 2021-12-28 15:45:47:334, 2022-02-13 02:01:38:564
20,300907,桨叶轴承润滑油位低, 2021-12-28 15:45:47:334, 2022-02-13 02:01:38:564
20,290050,主轴承润滑油油位低, 2021-12-28 15:35:57:334, 2022-02-13 02:01:38:564
20,300908,桨叶齿轮润滑油位低, 2021-12-28 15:32:53:434, 2021-12-28 15:35:47:314
20,300907,桨叶轴承润滑油位低, 2021-12-28 15:32:53:434, 2021-12-28 15:35:47:314
20,290050,主轴承润滑油油位低, 2021-12-28 15:23:03:434, 2021-12-28 15:35:47:314
20,300907,桨叶轴承润滑油位低, 2021-12-28 15:21:47:222, 2021-12-28 15:22:53:414
20,300908,桨叶齿轮润滑油位低, 2021-12-28 15:21:47:222, 2021-12-28 15:22:53:414
20,290050,主轴承润滑油油位低, 2021-12-28 15:11:57:222, 2021-12-28 15:22:53:414
20,290050,主轴承润滑油油位低, 2021-12-28 15:11:16:142, 2021-12-28 15:11:46:842
20,910002,机舱停止按钮激活, 2021-12-28 15:10:57:082, 2021-12-28 15:11:06:122
20,290050,主轴承润滑油油位低, 2021-12-28 15:09:06:562, 2021-12-28 15:11:06:122
20,910002,机舱停止按钮激活, 2021-12-28 15:08:12:842, 2021-12-28 15:08:50:902
20,910000,塔底停止按钮激活, 2021-12-28 14:27:50:831, 2021-12-28 15:08:50:902
20,60004,自动解缆, 2021-12-22 21:52:10:440, 2021-12-22 22:00:53:240
20,300908,桨叶齿轮润滑油位低, 2021-12-15 13:38:12:061, 2021-12-28 15:08:50:902
20,300907,桨叶轴承润滑油位低, 2021-12-15 13:38:12:061, 2021-12-28 15:08:50:902
20,290050,主轴承润滑油油位低, 2021-12-15 13:28:22:061, 2021-12-28 15:08:50:902
20,910000,塔底停止按钮激活, 2021-12-15 09:07:56:027, 2021-12-15 13:28:12:041
20,300908,桨叶齿轮润滑油位低, 2021-12-06 23:15:06:150, 2021-12-15 13:28:12:041
20,300907,桨叶轴承润滑油位低, 2021-12-06 23:15:06:150, 2021-12-15 13:28:12:041
20,300691,桨叶轴承润滑出错, 2021-12-06 23:14:57:430, 2021-12-06 23:14:57:450
20,300691,桨叶轴承润滑出错, 2021-12-06 23:13:57:390, 2021-12-06 23:13:57:410
20,300691,桨叶轴承润滑出错, 2021-12-06 23:12:57:350, 2021-12-06 23:12:57:370
20,300691,桨叶轴承润滑出错, 2021-12-06 23:11:57:310, 2021-12-06 23:11:57:330
20,300691,桨叶轴承润滑出错, 2021-12-06 23:10:57:270, 2021-12-06 23:10:57:290
20,300691,桨叶轴承润滑出错, 2021-12-06 23:09:57:230, 2021-12-06 23:09:57:250
20,300691,桨叶轴承润滑出错, 2021-12-06 23:08:57:190, 2021-12-06 23:08:57:210
20,300691,桨叶轴承润滑出错, 2021-12-06 23:07:57:150, 2021-12-06 23:07:57:170
20,290050,主轴承润滑油油位低, 2021-12-06 23:05:16:150, 2021-12-15 13:28:12:041
20,10011,机舱振动报警, 2021-12-06 22:27:16:665, 2021-12-06 23:05:06:130
20,300907,桨叶轴承润滑油位低, 2021-11-29 12:19:34:859, 2021-12-06 23:05:06:130
20,300908,桨叶齿轮润滑油位低, 2021-11-29 12:19:34:859, 2021-12-06 23:05:06:130
20,300691,桨叶轴承润滑出错, 2021-11-29 12:13:23:459, 2021-11-29 12:13:23:479
20,290050,主轴承润滑油油位低, 2021-11-29 12:09:44:859, 2021-12-06 23:05:06:130
20,300709,变桨安全链断开, 2021-11-29 12:09:34:699, 2021-11-29 12:09:34:839
20,800070,安全系统紧停, 2021-11-29 12:09:34:519, 2021-11-29 12:09:34:839
20,300964,变桨电网电压故障, 2021-11-29 12:09:34:179, 2021-11-29 12:09:34:199
20,800030,变频器紧停, 2021-11-29 12:09:34:179, 2021-11-29 12:09:34:499
20,800070,安全系统紧停, 2021-11-29 12:09:34:179, 2021-11-29 12:09:34:499
20,30151,变流器通讯心跳超时, 2021-11-29 12:08:47:159, 2021-11-29 12:09:34:159
20,130201,塔底控制柜UPS供电异常, 2021-11-29 12:05:39:579, 2021-11-29 12:09:34:159
20,130202,机舱控制柜UPS供电异常, 2021-11-29 12:05:39:559, 2021-11-29 12:09:34:159
20,300964,变桨电网电压故障, 2021-11-29 12:05:37:979, 2021-11-29 12:09:34:159
20,800030,变频器紧停, 2021-11-29 12:05:05:419, 2021-11-29 12:09:34:159
20,910008,塔底紧停开关激活, 2021-11-29 12:04:58:539, 2021-11-29 12:09:34:160
20,800070,安全系统紧停, 2021-11-29 12:04:58:539, 2021-11-29 12:09:34:160
20,800001,塔底紧停开关触发, 2021-11-29 12:04:58:539, 2021-11-29 12:09:34:159
20,910000,塔底停止按钮激活, 2021-11-29 12:04:17:919, 2021-11-29 12:09:34:160
20,300907,桨叶轴承润滑油位低, 2021-11-29 12:00:34:279, 2021-11-29 12:09:34:159
20,300908,桨叶齿轮润滑油位低, 2021-11-29 12:00:34:279, 2021-11-29 12:09:34:159
20,300691,桨叶轴承润滑出错, 2021-11-29 11:53:45:079, 2021-11-29 11:53:45:099
20,290050,主轴承润滑油油位低, 2021-11-29 11:50:44:268, 2021-11-29 12:09:34:159
20,300709,变桨安全链断开, 2021-11-29 11:50:34:168, 2021-11-29 12:04:58:539
20,800070,安全系统紧停, 2021-11-29 11:50:33:988, 2021-11-29 11:50:34:248
20,30151,变流器通讯心跳超时, 2021-11-29 11:49:45:348, 2021-11-29 11:50:33:968
20,800030,变频器紧停, 2021-11-29 11:46:53:948, 2021-11-29 11:50:33:968
20,800070,安全系统紧停, 2021-11-29 11:46:51:248, 2021-11-29 11:50:33:969
20,910008,塔底紧停开关激活, 2021-11-29 11:46:51:248, 2021-11-29 11:50:33:969
20,800001,塔底紧停开关触发, 2021-11-29 11:46:51:248, 2021-11-29 11:50:33:968
20,300907,桨叶轴承润滑油位低, 2021-11-29 11:28:17:328, 2021-11-29 11:50:33:968
20,300908,桨叶齿轮润滑油位低, 2021-11-29 11:28:17:328, 2021-11-29 11:50:33:968
20,290050,主轴承润滑油油位低, 2021-11-29 11:18:27:316, 2021-11-29 11:50:33:968
20,910007,画面停止按钮激活, 2021-11-29 11:18:24:176, 2021-11-29 11:50:33:969
20,30152,变流器故障停机, 2021-11-29 11:18:18:356, 2021-11-29 11:50:33:968
20,30117,变流器硬件监测链路故障2, 2021-11-29 11:18:17:316, 2021-11-29 11:50:33:968
20,910007,画面停止按钮激活, 2021-11-29 11:01:04:176, 2021-11-29 11:18:17:296
20,300908,桨叶齿轮润滑油位低, 2021-11-29 11:00:26:096, 2021-11-29 11:18:17:296
20,300907,桨叶轴承润滑油位低, 2021-11-29 11:00:26:096, 2021-11-29 11:18:17:296
20,300691,桨叶轴承润滑出错, 2021-11-29 11:00:13:856, 2021-11-29 11:00:13:876
20,30117,变流器硬件监测链路故障2, 2021-11-29 10:59:59:616, 2021-11-29 11:18:17:296
20,30154,变流器准备好并网信号超时, 2021-11-29 10:59:59:616, 2021-11-29 10:59:59:636
20,300691,桨叶轴承润滑出错, 2021-11-29 10:59:13:816, 2021-11-29 10:59:13:836
20,300691,桨叶轴承润滑出错, 2021-11-29 10:58:13:776, 2021-11-29 10:58:13:796
20,300691,桨叶轴承润滑出错, 2021-11-29 10:57:13:736, 2021-11-29 10:57:13:756
20,300691,桨叶轴承润滑出错, 2021-11-29 10:56:13:696, 2021-11-29 10:56:13:716
20,290050,主轴承润滑油油位低, 2021-11-29 10:50:36:084, 2021-11-29 11:18:17:296
20,300908,桨叶齿轮润滑油位低, 2021-11-29 10:20:54:133, 2021-11-29 10:50:26:064
20,300907,桨叶轴承润滑油位低, 2021-11-29 10:20:54:133, 2021-11-29 10:50:26:064
20,290050,主轴承润滑油油位低, 2021-11-29 10:11:04:133, 2021-11-29 10:50:26:064
20,910007,画面停止按钮激活, 2021-11-29 10:10:59:353, 2021-11-29 10:50:26:064
20,30117,变流器硬件监测链路故障2, 2021-11-29 10:10:54:133, 2021-11-29 10:50:26:064
20,910007,画面停止按钮激活, 2021-11-29 10:04:57:653, 2021-11-29 10:10:54:113
20,30154,变流器准备好并网信号超时, 2021-11-29 09:56:41:773, 2021-11-29 09:56:41:793
20,30117,变流器硬件监测链路故障2, 2021-11-29 09:56:41:773, 2021-11-29 10:10:54:113
20,300908,桨叶齿轮润滑油位低, 2021-11-27 07:29:49:545, 2021-11-29 10:10:54:113
20,300907,桨叶轴承润滑油位低, 2021-11-27 07:29:49:545, 2021-11-29 10:10:54:113
20,290050,主轴承润滑油油位低, 2021-11-27 07:19:59:545, 2021-11-29 10:10:54:113
20,910007,画面停止按钮激活, 2021-11-27 07:19:43:405, 2021-11-27 07:19:49:525
20,910007,画面停止按钮激活, 2021-11-27 07:19:42:545, 2021-11-27 07:19:43:385
20,10011,机舱振动报警, 2021-11-27 07:02:17:251, 2021-11-27 07:19:43:385
20,300907,桨叶轴承润滑油位低, 2021-11-25 20:25:06:505, 2021-11-27 07:19:43:385
20,300908,桨叶齿轮润滑油位低, 2021-11-25 20:25:06:505, 2021-11-27 07:19:43:385
20,290050,主轴承润滑油油位低, 2021-11-25 20:15:16:505, 2021-11-27 07:19:43:385
20,300114,变桨轴1后备电源欠电压, 2021-11-25 20:15:02:365, 2021-11-25 20:15:06:485
20,300116,变桨轴3后备电源欠电压, 2021-11-25 20:15:02:365, 2021-11-25 20:15:06:485
20,300115,变桨轴2后备电源欠电压, 2021-11-25 20:15:02:365, 2021-11-25 20:15:06:485
20,300908,桨叶齿轮润滑油位低, 2021-11-25 19:42:42:525, 2021-11-25 20:15:02:345
20,300907,桨叶轴承润滑油位低, 2021-11-25 19:42:42:525, 2021-11-25 20:15:02:345
20,910007,画面停止按钮激活, 2021-11-25 19:39:16:923, 2021-11-25 20:15:02:346
20,300341,变桨轴1后备电源需更换, 2021-11-25 19:33:10:743, 2021-11-25 20:15:02:345
20,300343,变桨轴3后备电源需更换, 2021-11-25 19:33:07:683, 2021-11-25 20:15:02:345
20,290050,主轴承润滑油油位低, 2021-11-25 19:32:52:423, 2021-11-25 20:15:02:345
20,300115,变桨轴2后备电源欠电压, 2021-11-25 19:32:42:423, 2021-11-25 20:15:02:345
20,300114,变桨轴1后备电源欠电压, 2021-11-25 19:32:42:423, 2021-11-25 20:15:02:345
20,300116,变桨轴3后备电源欠电压, 2021-11-25 19:32:42:423, 2021-11-25 20:15:02:345
20,300709,变桨安全链断开, 2021-11-25 19:32:39:783, 2021-11-29 11:46:51:248
20,290050,主轴承润滑油油位低, 2021-11-25 19:32:25:024, 2021-11-25 19:32:42:403
20,300115,变桨轴2后备电源欠电压, 2021-11-25 19:32:21:228, 2021-11-25 19:32:42:403
20,300116,变桨轴3后备电源欠电压, 2021-11-25 19:32:21:228, 2021-11-25 19:32:42:403
20,300114,变桨轴1后备电源欠电压, 2021-11-25 19:32:21:228, 2021-11-25 19:32:42:403
20,300312,变桨系统轴2驱动器故障, 2021-11-25 19:32:16:417, 2021-11-25 19:32:42:403
20,300313,变桨系统轴3驱动器故障, 2021-11-25 19:32:16:417, 2021-11-25 19:32:42:403
20,300311,变桨系统轴1驱动器故障, 2021-11-25 19:32:16:417, 2021-11-25 19:32:42:403
20,800017,偏航扭缆限位开关动作, 2021-11-25 19:32:15:413, 2021-11-25 19:32:42:404
20,800031,变频器并网开关故障, 2021-11-25 19:32:15:413, 2021-11-25 19:32:42:404
20,800030,变频器紧停, 2021-11-25 19:32:15:413, 2021-11-25 19:32:42:404
20,800015,机舱振动开关动作, 2021-11-25 19:32:15:413, 2021-11-25 19:32:42:404
20,800070,安全系统紧停, 2021-11-25 19:32:15:413, 2021-11-25 19:32:42:404
20,800011,风轮超速1紧停, 2021-11-25 19:32:15:413, 2021-11-25 19:32:42:404
20,800001,塔底紧停开关触发, 2021-11-25 19:32:15:412, 2021-11-25 19:32:42:403
20,800003,机舱远程紧停开关触发, 2021-11-25 19:32:15:412, 2021-11-25 19:32:42:404
20,300709,变桨安全链断开, 2021-11-25 19:32:15:412, 2021-11-25 19:32:15:432
20,800002,机舱紧停开关触发, 2021-11-25 19:32:15:412, 2021-11-25 19:32:42:404
20,130101,塔底控制柜UPS电池故障, 2021-11-25 12:08:07:070, 0000-00-00 00:00:00:000
20,300712,变桨系统轴柜2温度超限, 2021-11-25 09:22:38:484, 0000-00-00 00:00:00:000
20,300711,变桨系统轴柜1温度超限, 2021-11-25 09:22:38:484, 0000-00-00 00:00:00:000
20,300713,变桨系统轴柜3温度超限, 2021-11-25 09:22:38:484, 0000-00-00 00:00:00:000
20,300901,变桨轴1驱动器与控制器通讯故障, 2021-11-25 09:22:13:984, 0000-00-00 00:00:00:000
20,300902,变桨轴2驱动器与控制器通讯故障, 2021-11-25 09:22:13:984, 0000-00-00 00:00:00:000
20,300903,变桨轴3驱动器与控制器通讯故障, 2021-11-25 09:22:13:984, 0000-00-00 00:00:00:000
20,800011,风轮超速1紧停, 2021-11-25 09:22:13:464, 0000-00-00 00:00:00:000
20,800017,偏航扭缆限位开关动作, 2021-11-25 09:22:13:464, 0000-00-00 00:00:00:000
20,800015,机舱振动开关动作, 2021-11-25 09:22:13:464, 0000-00-00 00:00:00:000
20,800003,机舱远程紧停开关触发, 2021-11-25 09:22:13:464, 0000-00-00 00:00:00:000
20,800002,机舱紧停开关触发, 2021-11-25 09:22:13:464, 0000-00-00 00:00:00:000
20,100321,电网频率低于下限值, 2021-11-25 09:19:13:364, 0000-00-00 00:00:00:000
20,130201,塔底控制柜UPS供电异常, 2021-11-25 09:19:13:284, 0000-00-00 00:00:00:000
20,130202,机舱控制柜UPS供电异常, 2021-11-25 09:19:13:224, 0000-00-00 00:00:00:000
20,100702,电网线电压L2低于下限值, 2021-11-25 09:19:12:124, 0000-00-00 00:00:00:000
20,100122,电网B相电压低于下限值, 2021-11-25 09:19:11:784, 0000-00-00 00:00:00:000
20,100701,电网线电压L1低于下限值, 2021-11-25 09:19:11:764, 0000-00-00 00:00:00:000
20,100123,电网C相电压低于下限值, 2021-11-25 09:19:11:764, 0000-00-00 00:00:00:000
20,100703,电网线电压L3低于下限值, 2021-11-25 09:19:11:764, 0000-00-00 00:00:00:000
20,100121,电网A相电压低于下限值, 2021-11-25 09:19:11:764, 0000-00-00 00:00:00:000
20,300964,变桨电网电压故障, 2021-11-25 09:19:11:324, 2021-11-25 09:22:13:984
20,800070,安全系统紧停, 2021-11-25 09:19:08:784, 0000-00-00 00:00:00:000
20,800030,变频器紧停, 2021-11-25 09:19:08:784, 0000-00-00 00:00:00:000
20,30124,变流器LVRT超时/失败, 2021-11-25 09:19:08:144, 0000-00-00 00:00:00:000
20,90012,SCADA限功率, 2021-11-21 10:56:18:260, 2021-11-21 10:59:24:100
20,90012,SCADA限功率, 2021-11-06 11:37:48:678, 2021-11-06 11:39:12:278
20,60004,自动解缆, 2021-10-26 12:36:19:704, 2021-10-26 12:45:35:204
20,300907,桨叶轴承润滑油位低, 2021-10-19 11:26:13:899, 0000-00-00 00:00:00:000
20,300908,桨叶齿轮润滑油位低, 2021-10-19 11:26:13:899, 0000-00-00 00:00:00:000
20,300691,桨叶轴承润滑出错, 2021-10-19 11:25:20:819, 2021-10-19 11:25:20:839
20,300691,桨叶轴承润滑出错, 2021-10-19 11:22:06:865, 2021-10-19 11:22:06:885
20,300691,桨叶轴承润滑出错, 2021-10-19 11:21:06:825, 2021-10-19 11:21:06:845
20,300691,桨叶轴承润滑出错, 2021-10-19 11:20:06:785, 2021-10-19 11:20:06:805
20,300691,桨叶轴承润滑出错, 2021-10-19 11:19:06:745, 2021-10-19 11:19:06:765
20,290050,主轴承润滑油油位低, 2021-10-19 11:16:23:885, 2021-11-25 09:22:18:464
20,910007,画面停止按钮激活, 2021-10-19 11:14:39:545, 2021-10-19 11:16:13:865
20,10011,机舱振动报警, 2021-10-19 11:13:45:125, 2021-10-19 11:16:13:865
20,300908,桨叶齿轮润滑油位低, 2021-10-17 20:19:03:069, 2021-10-19 11:16:13:865
20,300907,桨叶轴承润滑油位低, 2021-10-17 20:19:03:069, 2021-10-19 11:16:13:865
20,300691,桨叶轴承润滑出错, 2021-10-17 20:11:56:769, 2021-10-17 20:11:56:789
20,290050,主轴承润滑油油位低, 2021-10-17 20:09:13:069, 2021-10-19 11:16:13:865
20,290050,主轴承润滑油油位低, 2021-10-17 20:05:54:469, 2021-10-17 20:09:03:049
20,30135,变流器网侧模块接地或电流不平衡, 2021-10-17 20:05:44:489, 2021-10-17 20:09:03:049
20,30135,变流器网侧模块接地或电流不平衡, 2021-10-17 19:50:25:894, 2021-10-17 20:05:44:449
20,30203,备留, 2021-10-17 19:50:25:894, 2021-10-17 20:05:44:449
20,300907,桨叶轴承润滑油位低, 2021-10-14 13:42:43:927, 2021-10-17 20:05:44:449
20,300908,桨叶齿轮润滑油位低, 2021-10-14 13:42:43:927, 2021-10-17 20:05:44:449
20,290050,主轴承润滑油油位低, 2021-10-14 13:32:53:927, 2021-10-17 20:05:44:449
20,60005,手动偏航, 2021-10-14 13:32:46:927, 2021-10-14 13:44:52:179
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:32:43:127, 2021-10-14 13:32:43:907
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:32:43:127, 2021-10-14 13:32:43:907
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:32:43:127, 2021-10-14 13:32:43:907
20,290050,主轴承润滑油油位低, 2021-10-14 13:32:04:947, 2021-10-14 13:32:43:107
20,60005,手动偏航, 2021-10-14 13:31:57:947, 2021-10-14 13:32:43:107
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:54:947, 2021-10-14 13:32:43:107
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:54:947, 2021-10-14 13:32:43:107
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:54:947, 2021-10-14 13:32:43:107
20,290050,主轴承润滑油油位低, 2021-10-14 13:31:36:367, 2021-10-14 13:31:54:927
20,60005,手动偏航, 2021-10-14 13:31:29:367, 2021-10-14 13:31:54:927
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:26:367, 2021-10-14 13:31:54:927
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:26:367, 2021-10-14 13:31:54:927
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:26:367, 2021-10-14 13:31:54:927
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:26:107, 2021-10-14 13:31:26:347
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:26:107, 2021-10-14 13:31:26:347
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:26:107, 2021-10-14 13:31:26:347
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:25:747, 2021-10-14 13:31:26:087
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:25:747, 2021-10-14 13:31:26:087
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:25:747, 2021-10-14 13:31:26:087
20,290050,主轴承润滑油油位低, 2021-10-14 13:31:23:587, 2021-10-14 13:31:25:727
20,60005,手动偏航, 2021-10-14 13:31:16:587, 2021-10-14 13:31:25:727
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:13:587, 2021-10-14 13:31:25:727
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:13:587, 2021-10-14 13:31:25:727
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:13:587, 2021-10-14 13:31:25:727
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:13:367, 2021-10-14 13:31:13:567
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:13:367, 2021-10-14 13:31:13:567
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:13:367, 2021-10-14 13:31:13:567
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:13:127, 2021-10-14 13:31:13:347
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:13:127, 2021-10-14 13:31:13:347
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:13:127, 2021-10-14 13:31:13:347
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:12:787, 2021-10-14 13:31:13:107
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:12:787, 2021-10-14 13:31:13:107
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:12:787, 2021-10-14 13:31:13:107
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:12:467, 2021-10-14 13:31:12:767
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:12:467, 2021-10-14 13:31:12:767
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:12:467, 2021-10-14 13:31:12:767
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:12:007, 2021-10-14 13:31:12:447
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:12:007, 2021-10-14 13:31:12:447
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:12:007, 2021-10-14 13:31:12:447
20,60005,手动偏航, 2021-10-14 13:31:08:187, 2021-10-14 13:31:11:987
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:05:187, 2021-10-14 13:31:11:987
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:05:187, 2021-10-14 13:31:11:987
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:05:187, 2021-10-14 13:31:11:987
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:31:04:767, 2021-10-14 13:31:05:167
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:31:04:767, 2021-10-14 13:31:05:167
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:31:04:767, 2021-10-14 13:31:05:167
20,290050,主轴承润滑油油位低, 2021-10-14 13:31:00:207, 2021-10-14 13:31:04:747
20,60005,手动偏航, 2021-10-14 13:30:53:207, 2021-10-14 13:31:04:747
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:50:207, 2021-10-14 13:31:04:747
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:50:207, 2021-10-14 13:31:04:747
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:50:207, 2021-10-14 13:31:04:747
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:50:007, 2021-10-14 13:30:50:187
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:50:007, 2021-10-14 13:30:50:187
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:50:007, 2021-10-14 13:30:50:187
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:49:807, 2021-10-14 13:30:49:987
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:49:807, 2021-10-14 13:30:49:987
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:49:807, 2021-10-14 13:30:49:987
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:49:607, 2021-10-14 13:30:49:787
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:49:607, 2021-10-14 13:30:49:787
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:49:607, 2021-10-14 13:30:49:787
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:49:147, 2021-10-14 13:30:49:587
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:49:147, 2021-10-14 13:30:49:587
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:49:147, 2021-10-14 13:30:49:587
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:48:827, 2021-10-14 13:30:49:127
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:48:827, 2021-10-14 13:30:49:127
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:48:827, 2021-10-14 13:30:49:127
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:48:547, 2021-10-14 13:30:48:807
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:48:547, 2021-10-14 13:30:48:807
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:48:547, 2021-10-14 13:30:48:807
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:48:247, 2021-10-14 13:30:48:527
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:48:247, 2021-10-14 13:30:48:527
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:48:247, 2021-10-14 13:30:48:527
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:47:807, 2021-10-14 13:30:48:227
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:47:807, 2021-10-14 13:30:48:227
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:47:807, 2021-10-14 13:30:48:227
20,290050,主轴承润滑油油位低, 2021-10-14 13:30:38:787, 2021-10-14 13:30:47:787
20,60005,手动偏航, 2021-10-14 13:30:31:787, 2021-10-14 13:30:47:787
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:28:787, 2021-10-14 13:30:47:787
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:28:787, 2021-10-14 13:30:47:787
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:28:787, 2021-10-14 13:30:47:787
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:28:307, 2021-10-14 13:30:28:767
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:28:307, 2021-10-14 13:30:28:767
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:28:307, 2021-10-14 13:30:28:767
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:27:687, 2021-10-14 13:30:28:287
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:27:687, 2021-10-14 13:30:28:287
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:27:687, 2021-10-14 13:30:28:287
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:26:827, 2021-10-14 13:30:27:667
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:26:827, 2021-10-14 13:30:27:667
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:26:827, 2021-10-14 13:30:27:667
20,290050,主轴承润滑油油位低, 2021-10-14 13:30:10:107, 2021-10-14 13:30:26:807
20,60005,手动偏航, 2021-10-14 13:30:03:107, 2021-10-14 13:30:26:807
20,300114,变桨轴1后备电源欠电压, 2021-10-14 13:30:00:107, 2021-10-14 13:30:26:807
20,300115,变桨轴2后备电源欠电压, 2021-10-14 13:30:00:107, 2021-10-14 13:30:26:807
20,300116,变桨轴3后备电源欠电压, 2021-10-14 13:30:00:107, 2021-10-14 13:30:26:807
20,300132,变桨轴2充电回路断开, 2021-10-14 13:29:59:267, 2021-10-14 13:30:00:087
20,300133,变桨轴3充电回路断开, 2021-10-14 13:29:59:267, 2021-10-14 13:30:00:087
20,300311,变桨系统轴1驱动器故障, 2021-10-14 11:24:07:457, 0000-00-00 00:00:00:000
20,300312,变桨系统轴2驱动器故障, 2021-10-14 11:24:07:457, 0000-00-00 00:00:00:000
20,300313,变桨系统轴3驱动器故障, 2021-10-14 11:24:07:437, 0000-00-00 00:00:00:000
20,300642,轴2的2个编码器角度偏差超限, 2021-10-14 11:24:06:617, 0000-00-00 00:00:00:000
20,300641,轴1的2个编码器角度偏差超限, 2021-10-14 11:24:06:617, 0000-00-00 00:00:00:000
20,300643,轴3的2个编码器角度偏差超限, 2021-10-14 11:24:06:577, 0000-00-00 00:00:00:000
20,300713,变桨系统轴柜3温度超限, 2021-10-14 10:21:34:852, 2021-10-14 11:34:06:837
20,300711,变桨系统轴柜1温度超限, 2021-10-14 10:21:34:712, 2021-10-14 11:34:07:237
20,300712,变桨系统轴柜2温度超限, 2021-10-14 10:21:34:692, 2021-10-14 11:34:07:177
